accession_number,filing_date,report_date,form,primary_document,description,filing_url
0001326380-20-000119,2020-09-09,2020-08-01,10-Q,gme-20200801.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000132638020000119/gme-20200801.htm
0001326380-20-000116,2020-09-09,2020-09-09,8-K,gme-20200909.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638020000116/gme-20200909.htm
0001013594-20-000699,2020-09-21,,SC 13D/A,rc13da2-091820.htm,AMENDMENT NO. 2 TO THE SCHEDULE 13D,https://www.sec.gov/Archives/edgar/data/1326380/000101359420000699/rc13da2-091820.htm
0000000000-20-008922,2020-09-23,,UPLOAD,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/1326380/000000000020008922/filename1.pdf
0001326380-20-000122,2020-10-02,,CORRESP,filename1.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000132638020000122/filename1.htm
0000000000-20-009346,2020-10-05,,UPLOAD,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/1326380/000000000020009346/filename1.pdf
0000902664-20-003611,2020-10-13,,SC 13G,p20-1849sc13g.htm,GAMESTOP CORP.,https://www.sec.gov/Archives/edgar/data/1326380/000090266420003611/p20-1849sc13g.htm
0001326380-20-000126,2020-11-10,2020-11-10,8-K,gme-20201110.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638020000126/gme-20201110.htm
0001013594-20-000821,2020-11-17,,SC 13D/A,rc13da3-111620.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000101359420000821/rc13da3-111620.htm
0001193125-20-312809,2020-12-08,2020-12-08,8-K,d34442d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000119312520312809/d34442d8k.htm
0001193125-20-312805,2020-12-08,,424B5,d67321d424b5.htm,424B5,https://www.sec.gov/Archives/edgar/data/1326380/000119312520312805/d67321d424b5.htm
0001193125-20-312781,2020-12-08,,S-3ASR,d50019ds3asr.htm,S-3ASR,https://www.sec.gov/Archives/edgar/data/1326380/000119312520312781/d50019ds3asr.htm
0001326380-20-000134,2020-12-08,2020-10-31,10-Q,gme-20201031.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000132638020000134/gme-20201031.htm
0001326380-20-000132,2020-12-08,2020-12-08,8-K,gme-20201208.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638020000132/gme-20201208.htm
0001193805-20-001580,2020-12-21,2020-12-17,4,xslF345X03/e620155_4-gme.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000119380520001580/xslF345X03/e620155_4-gme.xml
0001193805-20-001579,2020-12-21,2020-12-17,3,xslF345X02/e620154_3-gme.xml,,https://www.sec.gov/Archives/edgar/data/1326380/000119380520001579/xslF345X02/e620154_3-gme.xml
0001193805-20-001571,2020-12-21,,SC 13D/A,e620151_sc13da-gamestop.htm,AMENDMENT NO. 4 TO THE SCHEDULE 13D,https://www.sec.gov/Archives/edgar/data/1326380/000119380520001571/e620151_sc13da-gamestop.htm
0001326380-21-000008,2021-01-11,2021-01-11,8-K,gme-20210111.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000008/gme-20210111.htm
0001193805-21-000031,2021-01-11,,SC 13D/A,e620202_sc13da-gamestop.htm,AMENDMENT NO. 5 TO THE SCHEDULE 13D,https://www.sec.gov/Archives/edgar/data/1326380/000119380521000031/e620202_sc13da-gamestop.htm
0001326380-21-000006,2021-01-11,2021-01-11,8-K,gme-20210111.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000006/gme-20210111.htm
0000899243-21-002090,2021-01-14,2021-01-12,4,xslF345X03/doc4.xml,FORM 4 SUBMISSION,https://www.sec.gov/Archives/edgar/data/1326380/000089924321002090/xslF345X03/doc4.xml
0001326380-21-000014,2021-01-15,2021-01-13,4,xslF345X03/wf-form4_161074530364611.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000014/xslF345X03/wf-form4_161074530364611.xml
0001326380-21-000013,2021-01-15,2021-01-13,4,xslF345X03/wf-form4_161074528273520.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000013/xslF345X03/wf-form4_161074528273520.xml
0001326380-21-000012,2021-01-15,2021-01-13,4,xslF345X03/wf-form4_161074526803811.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000012/xslF345X03/wf-form4_161074526803811.xml
0001326380-21-000020,2021-01-19,2021-01-15,4,xslF345X03/wf-form4_161109431921797.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000020/xslF345X03/wf-form4_161109431921797.xml
0001326380-21-000018,2021-01-19,2021-01-10,3,xslF345X02/wf-form3_161109283654664.xml,FORM 3,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000018/xslF345X02/wf-form3_161109283654664.xml
0001326380-21-000017,2021-01-19,2021-01-10,3,xslF345X02/wf-form3_161109282158890.xml,FORM 3,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000017/xslF345X02/wf-form3_161109282158890.xml
0000834237-21-001340,2021-01-26,,SC 13G/A,us36467w1099_012621.txt,,https://www.sec.gov/Archives/edgar/data/1326380/000083423721001340/us36467w1099_012621.txt
0001193125-21-019848,2021-01-28,,SC 13G/A,d945183dsc13ga.htm,SCHEDULE 13G AMENDMENT NO.1,https://www.sec.gov/Archives/edgar/data/1326380/000119312521019848/d945183dsc13ga.htm
0000315066-21-001050,2021-02-08,,SC 13G/A,filing.txt,,https://www.sec.gov/Archives/edgar/data/1326380/000031506621001050/filing.txt
0001104659-21-018148,2021-02-10,,SC 13G/A,tv0931-gamestopcorpclassa.htm,SCHEDULE 13G/A,https://www.sec.gov/Archives/edgar/data/1326380/000110465921018148/tv0931-gamestopcorpclassa.htm
0000315066-21-001389,2021-02-10,,SC 13G/A,filing.txt,,https://www.sec.gov/Archives/edgar/data/1326380/000031506621001389/filing.txt
0001104659-21-022073,2021-02-12,,SC 13G/A,tm216322d2_sc13ga.htm,SC 13G/A,https://www.sec.gov/Archives/edgar/data/1326380/000110465921022073/tm216322d2_sc13ga.htm
0000902664-21-001289,2021-02-12,,SC 13G/A,p21-0581sc13ga.htm,GAMESTOP CORP.,https://www.sec.gov/Archives/edgar/data/1326380/000090266421001289/p21-0581sc13ga.htm
0000354204-21-000127,2021-02-12,,SC 13G,SEC13G_Filing.htm,SEC SCHEDULE 13G,https://www.sec.gov/Archives/edgar/data/1326380/000035420421000127/SEC13G_Filing.htm
0000093751-21-000355,2021-02-12,,SC 13G/A,GameStopCorp.txt,,https://www.sec.gov/Archives/edgar/data/1326380/000009375121000355/GameStopCorp.txt
0001225385-21-000031,2021-02-16,2021-02-11,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000122538521000031/xslF345X03/edgar.xml
0001225385-21-000030,2021-02-16,2021-02-11,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000122538521000030/xslF345X03/edgar.xml
0001193125-21-044436,2021-02-16,,SC 13G,d120770dsc13g.htm,SC 13G,https://www.sec.gov/Archives/edgar/data/1326380/000119312521044436/d120770dsc13g.htm
0001104659-21-023554,2021-02-16,,SC 13G,tm216465d8_sc13g.htm,SCHEDULE 13G,https://www.sec.gov/Archives/edgar/data/1326380/000110465921023554/tm216465d8_sc13g.htm
0001326380-21-000024,2021-02-23,2021-02-23,8-K,gme-20210223.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000024/gme-20210223.htm
0001326380-21-000032,2021-03-23,2021-01-30,10-K,gme-20210130.htm,10-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000032/gme-20210130.htm
0001326380-21-000030,2021-03-23,2021-03-23,8-K,gme-20210323.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000030/gme-20210323.htm
0001193125-21-090320,2021-03-23,2021-03-21,8-K,d139404d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000119312521090320/d139404d8k.htm
0001225385-21-000131,2021-03-26,2021-03-01,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000122538521000131/xslF345X03/edgar.xml
0001326380-21-000037,2021-04-01,2021-03-30,4,xslF345X03/wf-form4_161731677593326.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000037/xslF345X03/wf-form4_161731677593326.xml
0001326380-21-000035,2021-04-01,2021-03-29,8-K,gme-20210329.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000035/gme-20210329.htm
0001326380-21-000041,2021-04-05,2021-04-01,4,xslF345X03/wf-form4_161765539726897.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000041/xslF345X03/wf-form4_161765539726897.xml
0001326380-21-000040,2021-04-05,2021-03-29,3,xslF345X02/wf-form3_161765526457283.xml,FORM 3,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000040/xslF345X02/wf-form3_161765526457283.xml
0001193125-21-105564,2021-04-05,,424B5,d160986d424b5.htm,424B5,https://www.sec.gov/Archives/edgar/data/1326380/000119312521105564/d160986d424b5.htm
0001193125-21-105534,2021-04-05,2021-04-05,8-K,d122181d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000119312521105534/d122181d8k.htm
0001193125-21-109532,2021-04-08,,DEFA14A,d115531ddefa14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/1326380/000119312521109532/d115531ddefa14a.htm
0001193125-21-109530,2021-04-08,2021-04-05,8-K,d115531d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000119312521109530/d115531d8k.htm
0001193125-21-114706,2021-04-13,2021-04-13,8-K,d124016d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000119312521114706/d124016d8k.htm
0001326380-21-000045,2021-04-14,2021-04-12,4,xslF345X03/wf-form4_161843420829711.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000045/xslF345X03/wf-form4_161843420829711.xml
0001326380-21-000044,2021-04-14,2021-04-12,4,xslF345X03/wf-form4_161843407611160.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000044/xslF345X03/wf-form4_161843407611160.xml
0001326380-21-000047,2021-04-16,2021-04-15,4,xslF345X03/wf-form4_161860550559901.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000047/xslF345X03/wf-form4_161860550559901.xml
0001193125-21-120304,2021-04-19,2021-04-18,8-K,d307599d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000119312521120304/d307599d8k.htm
0001326380-21-000049,2021-04-20,2021-04-18,4,xslF345X03/wf-form4_161895467714727.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000049/xslF345X03/wf-form4_161895467714727.xml
0001193125-21-126943,2021-04-22,,DEFA14A,d122967ddefa14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/1326380/000119312521126943/d122967ddefa14a.htm
0001193125-21-126940,2021-04-22,2021-06-09,DEF 14A,d122967ddef14a.htm,DEF 14A,https://www.sec.gov/Archives/edgar/data/1326380/000119312521126940/d122967ddef14a.htm
0000000000-21-005381,2021-04-28,,UPLOAD,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/1326380/000000000021005381/filename1.pdf
0001326380-21-000052,2021-04-30,2021-04-28,8-K,gme-20210428.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000052/gme-20210428.htm
0001326380-21-000054,2021-05-12,,CORRESP,filename1.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000054/filename1.htm
0000000000-21-006379,2021-05-20,,UPLOAD,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/1326380/000000000021006379/filename1.pdf
0001326380-21-000056,2021-05-24,,SD,formsdconflictminerals2020.htm,SD,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000056/formsdconflictminerals2020.htm
0001193125-21-179883,2021-06-02,,DEFA14A,d417512ddefa14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/1326380/000119312521179883/d417512ddefa14a.htm
0001326380-21-000058,2021-06-03,,CORRESP,filename1.htm,,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000058/filename1.htm
0000000000-21-006943,2021-06-04,,UPLOAD,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/1326380/000000000021006943/filename1.pdf
0001193125-21-186802,2021-06-09,2021-06-09,8-K,d34311d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000119312521186802/d34311d8k.htm
0001193125-21-186796,2021-06-09,,424B5,d192873d424b5.htm,424B5,https://www.sec.gov/Archives/edgar/data/1326380/000119312521186796/d192873d424b5.htm
0001193125-21-186759,2021-06-09,2021-06-09,8-K,d174340d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000119312521186759/d174340d8k.htm
0001326380-21-000066,2021-06-09,2021-05-01,10-Q,gme-20210501.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000066/gme-20210501.htm
0001326380-21-000065,2021-06-09,2021-06-09,8-K,gme-20210609.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000065/gme-20210609.htm
0001193125-21-186732,2021-06-09,2021-06-09,8-K,d174400d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000119312521186732/d174400d8k.htm
0001326380-21-000072,2021-06-11,2021-06-09,4,xslF345X03/wf-form4_162344402160321.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000072/xslF345X03/wf-form4_162344402160321.xml
0001326380-21-000071,2021-06-11,2021-06-09,4,xslF345X03/wf-form4_162344399942428.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000071/xslF345X03/wf-form4_162344399942428.xml
0001326380-21-000070,2021-06-11,2021-06-09,4,xslF345X03/wf-form4_162344397184700.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000070/xslF345X03/wf-form4_162344397184700.xml
0001192482-21-000566,2021-06-21,2021-06-09,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000119248221000566/xslF345X03/edgar.xml
0001192482-21-000565,2021-06-21,2021-06-09,4,xslF345X03/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000119248221000565/xslF345X03/edgar.xml
0001192482-21-000564,2021-06-21,2021-06-09,3,xslF345X02/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000119248221000564/xslF345X02/edgar.xml
0001192482-21-000563,2021-06-21,2021-06-09,3,xslF345X02/edgar.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000119248221000563/xslF345X02/edgar.xml
0001628280-21-012519,2021-06-21,2021-06-21,8-K,gme-20210621.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000162828021012519/gme-20210621.htm
0001326380-21-000076,2021-06-22,2021-06-22,8-K,gme-20210622.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000076/gme-20210622.htm
0001326380-21-000078,2021-06-24,2021-06-23,4,xslF345X03/wf-form4_162456681433209.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000078/xslF345X03/wf-form4_162456681433209.xml
0001326380-21-000080,2021-07-01,2021-06-21,3,xslF345X02/wf-form3_162518111335390.xml,FORM 3,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000080/xslF345X02/wf-form3_162518111335390.xml
0001326380-21-000082,2021-07-06,2021-07-01,4,xslF345X03/wf-form4_162560643475662.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000082/xslF345X03/wf-form4_162560643475662.xml
0001326380-21-000084,2021-07-20,2021-07-12,3,xslF345X02/wf-form3_162681564035434.xml,FORM 3,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000084/xslF345X02/wf-form3_162681564035434.xml
0001326380-21-000090,2021-09-08,2021-07-31,10-Q,gme-20210731.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000090/gme-20210731.htm
0001326380-21-000088,2021-09-08,2021-09-08,8-K,gme-20210908.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000088/gme-20210908.htm
0000834237-21-008979,2021-09-09,,SC 13G/A,us36467w1099_090921.txt,,https://www.sec.gov/Archives/edgar/data/1326380/000083423721008979/us36467w1099_090921.txt
0001326380-21-000094,2021-10-04,2021-10-01,4,xslF345X03/wf-form4_163338882013824.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000094/xslF345X03/wf-form4_163338882013824.xml
0001326380-21-000093,2021-10-04,2021-10-01,4,xslF345X03/wf-form4_163338873661155.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000093/xslF345X03/wf-form4_163338873661155.xml
0001326380-21-000106,2021-10-29,2021-10-25,8-K,gme-20211025.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000106/gme-20211025.htm
0001326380-21-000118,2021-11-04,2021-11-03,8-K/A,gme-20211103.htm,8-K/A,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000118/gme-20211103.htm
0001326380-21-000112,2021-11-04,2021-11-03,8-K,gme-20211103.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000112/gme-20211103.htm
0001326380-21-000129,2021-12-08,2021-10-30,10-Q,gme-20211030.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000129/gme-20211030.htm
0001326380-21-000127,2021-12-08,2021-12-08,8-K,gme-20211208.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638021000127/gme-20211208.htm
0000834237-22-004089,2022-02-01,,SC 13G/A,us36467w1099_012822.txt,,https://www.sec.gov/Archives/edgar/data/1326380/000083423722004089/us36467w1099_012822.txt
0001326380-22-000012,2022-02-03,2022-01-28,8-K,gme-20220128.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000012/gme-20220128.htm
0000354204-22-001549,2022-02-08,,SC 13G/A,SEC13G_Filing.htm,SEC SCHEDULE 13G,https://www.sec.gov/Archives/edgar/data/1326380/000035420422001549/SEC13G_Filing.htm
0000902664-22-001301,2022-02-09,,SC 13G/A,p22-0643sc13ga.htm,GAMESTOP CORP.,https://www.sec.gov/Archives/edgar/data/1326380/000090266422001301/p22-0643sc13ga.htm
0001104659-22-017613,2022-02-10,,SC 13G/A,tv0960-gamestopcorpclassa.htm,SCHEDULE 13G/A,https://www.sec.gov/Archives/edgar/data/1326380/000110465922017613/tv0960-gamestopcorpclassa.htm
0001193125-22-042029,2022-02-14,,SC 13G/A,d254393dsc13ga.htm,SC 13G/A,https://www.sec.gov/Archives/edgar/data/1326380/000119312522042029/d254393dsc13ga.htm
0001104659-22-022357,2022-02-14,,SC 13G/A,tm225754d8_sc13ga.htm,SC 13G/A,https://www.sec.gov/Archives/edgar/data/1326380/000110465922022357/tm225754d8_sc13ga.htm
0001326380-22-000014,2022-03-03,2022-03-01,4,xslF345X03/wf-form4_164634791286257.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000014/xslF345X03/wf-form4_164634791286257.xml
0001326380-22-000022,2022-03-17,2022-03-17,8-K,gme-20220317.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000022/gme-20220317.htm
0001326380-22-000021,2022-03-17,2022-01-29,10-K,gme-20220129.htm,10-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000021/gme-20220129.htm
0000921895-22-000948,2022-03-22,2022-03-22,4,xslF345X03/form412128005_03222022.xml,OWNERSHIP DOCUMENT,https://www.sec.gov/Archives/edgar/data/1326380/000092189522000948/xslF345X03/form412128005_03222022.xml
0000921895-22-000946,2022-03-22,,SC 13D/A,sc13da612128005_03222022.htm,AMENDMENT NO. 6 TO THE SCHEDULE 13D,https://www.sec.gov/Archives/edgar/data/1326380/000092189522000946/sc13da612128005_03222022.htm
0001326380-22-000028,2022-03-23,2022-03-22,4,xslF345X03/wf-form4_164806805712093.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000028/xslF345X03/wf-form4_164806805712093.xml
0001326380-22-000026,2022-03-23,2022-03-21,4,xslF345X03/wf-form4_164806781376362.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000026/xslF345X03/wf-form4_164806781376362.xml
0001326380-22-000030,2022-03-24,2022-03-24,4,xslF345X03/wf-form4_164816416950465.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000030/xslF345X03/wf-form4_164816416950465.xml
0001326380-22-000038,2022-03-31,2022-03-31,8-K,gme-20220331.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000038/gme-20220331.htm
0001193125-22-101866,2022-04-11,2022-04-11,PRE 14A,d286356dpre14a.htm,PRE 14A,https://www.sec.gov/Archives/edgar/data/1326380/000119312522101866/d286356dpre14a.htm
0001193125-22-113182,2022-04-21,,DEFA14A,d286356ddefa14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/1326380/000119312522113182/d286356ddefa14a.htm
0001193125-22-113167,2022-04-21,2022-06-02,DEF 14A,d286356ddef14a.htm,DEF 14A,https://www.sec.gov/Archives/edgar/data/1326380/000119312522113167/d286356ddef14a.htm
0001326380-22-000048,2022-05-16,2022-05-12,8-K,gme-20220512.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000048/gme-20220512.htm
0001326380-22-000057,2022-05-20,,SD,formsdconflictminerals2021.htm,SD,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000057/formsdconflictminerals2021.htm
0001326380-22-000072,2022-06-01,2022-04-30,10-Q,gme-20220430.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000072/gme-20220430.htm
0001326380-22-000069,2022-06-01,2022-06-01,8-K,gme-20220601.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000069/gme-20220601.htm
0001326380-22-000080,2022-06-03,2022-06-02,8-K,gme-20220602.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000080/gme-20220602.htm
0001930653-22-000002,2022-06-06,2022-05-31,3,xslF345X02/wf-form3_165455497066209.xml,FORM 3,https://www.sec.gov/Archives/edgar/data/1326380/000193065322000002/xslF345X02/wf-form3_165455497066209.xml
0001326380-22-000087,2022-06-09,,S-8,forms-8registrationstateme.htm,S-8,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000087/forms-8registrationstateme.htm
0001326380-22-000091,2022-06-16,2022-06-15,4,xslF345X03/wf-form4_165541477933553.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000091/xslF345X03/wf-form4_165541477933553.xml
0001326380-22-000090,2022-06-16,2022-06-15,4,xslF345X03/wf-form4_165541465728585.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000090/xslF345X03/wf-form4_165541465728585.xml
0001868284-22-000002,2022-06-16,2022-06-15,4,xslF345X03/wf-form4_165541448419212.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000186828422000002/xslF345X03/wf-form4_165541448419212.xml
0001868288-22-000002,2022-06-16,2022-06-15,4,xslF345X03/wf-form4_165541439340439.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000186828822000002/xslF345X03/wf-form4_165541439340439.xml
0001930653-22-000004,2022-07-05,2022-07-01,4,xslF345X03/wf-form4_165706595549244.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000193065322000004/xslF345X03/wf-form4_165706595549244.xml
0001326380-22-000101,2022-07-06,2022-07-01,4,xslF345X03/wf-form4_165713839632350.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000101/xslF345X03/wf-form4_165713839632350.xml
0001326380-22-000100,2022-07-06,2022-07-06,8-K,gme-20220706.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000100/gme-20220706.htm
0001326380-22-000112,2022-07-07,2022-07-07,8-K,gme-20220707.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000112/gme-20220707.htm
0001326380-22-000115,2022-07-12,2022-07-11,4,xslF345X03/wf-form4_165765822570493.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000115/xslF345X03/wf-form4_165765822570493.xml
0001326380-22-000126,2022-09-07,2022-07-30,10-Q,gme-20220730.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000126/gme-20220730.htm
0001326380-22-000125,2022-09-07,2022-09-07,8-K,gme-20220907.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000125/gme-20220907.htm
0001326380-22-000128,2022-10-04,2022-10-03,4,xslF345X03/wf-form4_166491954278594.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000128/xslF345X03/wf-form4_166491954278594.xml
0001326380-22-000137,2022-12-07,2022-10-29,10-Q,gme-20221029.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000137/gme-20221029.htm
0001326380-22-000136,2022-12-07,2022-12-07,8-K,gme-20221207.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638022000136/gme-20221207.htm
0001306550-23-006550,2023-02-03,,SC 13G/A,us36467w1099_020323.txt,,https://www.sec.gov/Archives/edgar/data/1326380/000130655023006550/us36467w1099_020323.txt
0001104659-23-016010,2023-02-09,,SC 13G/A,tv0961-gamestopcorpclassa.htm,SCHEDULE 13G/A,https://www.sec.gov/Archives/edgar/data/1326380/000110465923016010/tv0961-gamestopcorpclassa.htm
0001628280-23-006320,2023-03-03,2023-03-01,4,xslF345X03/wf-form4_167788077818503.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000162828023006320/xslF345X03/wf-form4_167788077818503.xml
0001326380-23-000011,2023-03-21,2023-03-21,8-K,gme-20230321.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638023000011/gme-20230321.htm
0001326380-23-000019,2023-03-28,2023-01-28,10-K,gme-20230128.htm,10-K,https://www.sec.gov/Archives/edgar/data/1326380/000132638023000019/gme-20230128.htm
0001628280-23-010284,2023-03-31,2023-03-29,4,xslF345X04/wf-form4_168030998459770.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/1326380/000162828023010284/xslF345X04/wf-form4_168030998459770.xml
0001193125-23-132667,2023-05-02,2023-01-28,ARS,d463184dars.pdf,ARS,https://www.sec.gov/Archives/edgar/data/1326380/000119312523132667/d463184dars.pdf
0001193125-23-132658,2023-05-02,,DEFA14A,d464616ddefa14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/1326380/000119312523132658/d464616ddefa14a.htm
0001193125-23-132649,2023-05-02,,DEF 14A,d464616ddef14a.htm,DEF 14A,https://www.sec.gov/Archives/edgar/data/1326380/000119312523132649/d464616ddef14a.htm
0001326380-23-000024,2023-05-30,,SD,formsdconflictminerals2022.htm,SD,https://www.sec.gov/Archives/edgar/data/1326380/000132638023000024/formsdconflictminerals2022.htm
0001326380-23-000028,2023-06-07,2023-04-29,10-Q,gme-20230429.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1326380/000132638023000028/gme-20230429.htm
0001193125-23-162572,2023-06-07,2023-06-05,8-K,d518333d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/1326380/000119312523162572/d518333d8k.htm
0001193125-23-163019,2023-06-08,,DEFA14A,d863526ddefa14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/1326380/000119312523163019/d863526ddefa14a.htm
